37.971782,-121.861398,Black Diamond Mines Regional Preserve,The ghost of Ysidora Bandini is said to haunt Room 11.,
37.8269775,-122.4229555,Alcatraz Island,"The administration buildings at Napa Airport were once a house occupied by sea captain John Greenwood. In 1896, burglars broke in and murdered his wife. Itu0027s said that the ghost of John Greenwood still mourns here. ",
37.8038552,-122.4172161,San Francisco Art Institute,"The spirits of two witches are said to haunt this mine, but theyu0027re both allegedly practitioners of good magic!",
37.802458,-122.418207,1000 Lombard St,"Alcatraz is one of Americau0027s most haunted places. Native Americans recorded the island as haunted long before a prison was built there. Mark Twain reported the eerie atmosphere of the island, and to this day, visitors swear they can see and hear ghosts in the abandoned prison.",
37.793415,-122.429428,Whittier Mansion,The tower of the San Francisco Art Institute is said to be haunted.,
37.7908204,-122.4125078,Nob Hill Inn,"According to legend, Pat Montandon, a famous party girl in the 1960s threw occult-themed party in this house. A mystic is said of have cursed the house, which has been the center of bad vibes"" ever since.""",
37.7904426,-122.430044,Chambers Mansion,"Built by William Whittier, his ghost is said to still haunt this mansion.",
37.7900971,-122.4271741,1990 California St,Over 20 ghosts are said to be permanent residents of this hotel.,
37.3183318,-121.9510491,Winchester Mystery House,"Claudia Chambers met a gruesome end in this house after being split in half due to a farm implement accident.” Her ghost is still said to haunt his mansion. """,
37.7839831,-122.483426,The Black House,"Four ghosts are said to haunt this historic house, including former owner, Faxon D. Atherton, who was pickled in a barrel of rum in this house after his death.",
37.770185,-122.4772717,Stow Lake,"Sarah Winchester believed that this house was haunted by the spirit of everyone ever killed by a Winchester rifle. She spent her life building strange rooms, sealing others shut, and creating the strange legacy of the Winchester Mystery House. ",
37.7872289,-122.4266139,Queen Anne Hotel,"It has since been demolished, but this house was the headquarters for the Church of Satan between 1966 and 1997.",
34.1059008,-118.3012205,John Sowden House,The White Lady of The Lake is said to have haunted Stow Lake for over 100 years.,
33.0451547,-117.2043248,Heaven’s Gate Suicide House,This hotel is said to be haunted by a senator and a school teacher.,
38.2918245,-122.4550052,The Castro House,"Itu0027s said that this creepy house was home to the murderer of the Black Dahlia. Local legends say a former resident was a serial killer who was never caught, but the ghosts of his victims still haunt this mansion.",
34.114855,-118.374717,Bessie Love’s Cabin,"Marshall Applewhite was a cult leader. He, along with 37 others, committed a mass suicide at this house in 1997. Their ghosts are said to have remained.",
34.2776406,-119.2402606,Dudley House,The ghost of a maid is said to haunt this house.,
37.4315162,-122.0870711,Rengstorff House,"Silent film star, Bessie Love, bought this cabin in Laurel Canyon in 1918, but she quickly reported unexplained noises and ghostly apparitions. ",
38.3459534,-122.971868,Potter School House,Many Dudley ancestors are said to still occupy this historic house in the afterlife.,
41.7338499,-122.6380563,H.B Gillis House,This house is said to be haunted by the spirit of a young woman on the second floor.,
37.8199286,-122.4782551,Golden Gate Bridge,"This is where Alfred Hitchcock filmed The Birds, but itu0027s said to be haunted by ghostly children.",
37.4928395,-121.9142207,The House On The Hill,Itu0027s said that the spirit of H.B Gillis never left this house.,
34.178351,-118.912092,Stagecoach Inn Museum,The Golden Gate Bridge is said to be haunted by the many souls who committed suicide here.,
35.449962,-120.905992,Captain Cass's House,,
34.0869518,-118.4121571,Clifton Webb House,This inn is said to be haunted by at least three spirits.,
35.1010522,-120.6014625,Coffee Rice House,"This house was once home to Captain James Cass, who allegedly still haunts his former home.",
34.1143587,-118.3734746,The Houdini Estate,"The ghost of Clifton Webb is said to haunt his former home, but heu0027s been known to appear in Hollywood Forever cemetery too!",
37.7922236,-122.4043523,Kearny Street,"This house, which now sits on the grounds of a mobile home park, used to be an insane asylum run by a mysterious religious organization. There are stories that the derelict house is now filled with blood stains that cannot be washed away.",
34.1448279,-118.0508813,Los Angeles County Arboretum and Botanic Garden,"The ghost of Harry Houdini haunts his former home, according local Hollywood legend.",
35.105797,-120.5810206,Pitkin-Conrow House,Mark Twain wrote about the ghosts of Kearny Street in a 1866 short story.,
32.7538811,-117.1967717,Robinson Rose House,"Actor, Chief Buffalo Child Long Lance, committed suicide here, and his ghost continues to haunt these botanical gardens.",
40.383371,-105.5191728,The Stanley Hotel,A nine-year-old girl is said to haunt the tower of the Pitkin-Conrow House.,
40.1143449,-105.9359192,Augerino,"This house is said to be haunted by the spirit of a former Judge, who can sometimes be seen on the second floor.",
39.5507737,-107.3247784,Hotel Colorado,"The Stanley Hotel inspired Stephen King to pen the horror classic, The Shining.",
39.7335137,-104.9651706,Cheesman Park,"The Augerino is a legendary creature that lives underground and destroys tunnels, dams, and waterways.",
39.737494,-104.980736,Molly Brown House Museum,This hotel was used as a military hospital during WWII. Itu0027s said to be haunted by the men who died here.,
38.43943,-105.24729,Museum of Colorado Prisons,This park was built over a cemetery. Unhappy ghosts are said to roam the park after dark!,
39.733467,-104.981423,Patterson Inn,"The Unsinkable Molly Brown"" who survived the Titanic sinking is said to haunt her former home.""",
39.7320066,-104.9615097,Denver Botanic Gardens,Itu0027s said that this former prison is haunted by the spirits of two former inmates.,
39.7442785,-104.9879854,Brown Palace Hotel,"Formerly known as the Croke-Patterson Mansion, the Patterson Inn is bursting with stories about ghostly encounters.",
41.8738373,-71.975699,Bara-Hack,"In addition to being built over a cemetery, a young boy died in the botanical gardens. ",
41.8000949,-73.3570638,Dudleytown Hill,The Brown Palace Hotel supposedly has many ghosts including a man wearing a train conductoru0027s uniform.,
41.591465,-72.8753401,Snedeker House,Bara-Hack is the ruin of a settlement that is said to be cursed.,
41.7641979,-72.682467,Connecticut State Capitol,Dudleytown is the ruin of a settlement that is said to be cursed.,
41.3781024,-73.448487,Hearthstone Castle,The events that occurred inside this house inspired the horror movie The Haunting in Connecticut.,
41.1863326,-73.1727116,Remington Arms Factory,"The state capitol is said to be haunted by the ghost of former governor, William Buckingham.",
41.9629159,-72.7458955,Old New-Gate Prison \\u0026 Copper Mine,This abandoned home is said to be the final resting places of several spirits.,
41.8470178,-72.8109263,Abigail's Grille and Wine Bar,The Remington Arms Factory is said to be haunted by the spirit of every person shot by a Remington gun.,
41.4012227,-73.2850983,Newtown Municipal Center,Former inmates are said to haunt the ruins of this old prison.,
41.3509633,-71.9721266,Captain Daniel Packer Inne,"For 200 years, this bar was called The Pettibone Tavern. According to legend, Capt. Pettibone murdered his wife, Abigail, with an axe and she still haunts the premises.",
41.7137071,-72.9790597,Church of Eternal Light,"Formerly known as Fairfield State Hospital, this abandoned asylum is said to be haunted by former patients.",
41.305895,-72.0774344,New London Ledge Lighthouse,"This inn is said to be haunted by the former sea captain and Ada Byron Clift, a young girl who died here.",
41.766822,-72.7003721,Harriet Beecher Stowe Center,Ghostly orbs are sometime captured on camera when photographing this abandoned church.,
41.1824245,-73.1907174,Majestic Theater,An early keeper named Ernie is said to haunt this lighthouse.,
41.7642825,-72.346025,Nathan Hale Homestead Museum,The ghost of Harriet Beecher Stowe is said to haunt her former home.,
41.7109698,-72.2056791,Windham Textile \\u0026 History Museum (the Mill Museum),Some say this theatre was built atop a Native American burial ground. Others say that the ghost of a gangster named Dutch Schultz haunts the Majestic.,
41.551151,-72.822887,Undercliff Sanatorium,Several members of Nathan Haleu0027s family are said to haunt their former homestead.,
41.5041639,-72.0398432,Captain Grant's Inn,Visitors report of cold spots and feelings of being watched.,
41.5561463,-72.0274932,Norwich State Hospital,This abandoned hospital is said to be haunted by former patients.,
41.7068,-72.7093,Cedarcrest Hospital,"A cemetery sits behind this house. Itu0027s the final resting place of Mercy Adelaide Avery, who is said to haunt this inn waiting for her husband who was lost at sea.",
41.2352088,-73.1094592,Boothe Memorial Park,This abandoned hospital is said to be haunted by former patients.,
41.55333333,-72.61972222,Connecticut Valley Hospital Cemetery,This abandoned hospital is said to be haunted by former patients.,
41.3222055,-73.2630829,Stepney Cemetery,Visitors have claimed to see ghosts inside the old homestead.,
41.5334761,-73.2064151,Curtis House Restaurant \\u0026 Inn,"The tombstones here have only numbers — and no names. Itu0027s said that the unhappy spirits of those buried still linger in this graveyard, whispering their names.",
41.6997303,-72.1576935,Old Windham Inn (CLOSED),"Famous paranormal investigators, Ed and Lorraine Warren, believe that this cemetery is haunted by a lady in white.",
41.9080352,-72.6130655,Roberto's Real American Tavern,Past owners are said to haunt this restaurant.,
41.4908779,-73.1042557,Gunntown Cemetery,"Now apartments, this building is said to be haunted by the spirit of Elizabeth (Betsy) Shaw, who was accused of murdering her child and executed nearby.",
41.7198875,-72.436546,Gay City State Park,"Previously called Pascou0027s, this tavern is said to be haunted by several spirits.",
41.3015898,-72.1295504,Seaside Sanatorium State Park,"This old cemetery is apparently haunted by several spirits including a man and a horse, a black dog, and the laughter of children.",
41.3832821,-73.1190093,Hookman's Cemetary,The ruins of this abandoned 18th-century town are said to be haunted by former residents.,
41.2723314,-73.2969908,Union Cemetery,This abandoned hospital is said to be haunted by former patients.,
41.6199019,-71.8741035,Hell Hollow,This cemetery is said to be the origin of the famous urban legend where a killer with a hook for a hand attacks a couple in a parked car.,
41.3395076,-73.2178256,The Warren's Occult Museum,"Paranormal investigators, Ed and Lorraine Warren, wrote a book about this cemetery called Graveyard. Itu0027s said to be one of the most haunted cemeteries in America.",
41.8023374,-73.1217755,The Yankee Pedlar Inn,"Itu0027s said that this road is haunted by Maud, a daughter of a witch who died of diphtheria in 1654.",
38.5884709,-75.672658,Old Maggie's Bridge,"This museum is host to hundreds of cursed dark objects, including the real Annabelle"" doll.""",
38.5441785,-75.0554685,Addy Sea,"Room 353 is supposedly haunted by Alice Conley, the former owner.",
39.7757957,-75.4950243,Bellevue Hall,A headless woman is said to haunt this bridge.,
38.7821424,-75.1032533,Cape Henlopen State Park,"Room 6 is said to be haunted by the sound of a ghostly organ, and 2 ghosts allegedly haunt Room 11.",
38.5096493,-75.2451715,Catman's Grave,Spirits allegedly like to play with the lights and electrical devices on the second and third floors.,
38.8899389,-77.0090505,United States Capitol,A ghost soldier said to still patrol the area behind Tower 12.,
38.8976633,-77.0365739,The White House,"Legend says that a cat-man type creature is buried here, aptly called The Catman. The creature is said to haunt the graveyard at night.",
38.8976633,-77.0365739,Demon Cat,The spiritu0027s of several construction workers who died building the structure are said to haunt the State Capitol Building.,
38.8919028,-77.0547475,Rock Creek Park Trails,The White House is supposedly haunted by the spirit of Abraham Lincoln.,
38.905667,-77.0704098,The Exorcist House,The White House is supposedly haunted by a demon cat.,
38.9053695,-77.0603853,Old Stone House,"This is where Chandra Levy was murdered in 2001, but locals say the ghosts have been around before she died.",
38.9102407,-77.046282,Walsh Mansion,"This house is supposedly haunted, in addition to being where the movie The Exorcist was filmed.",
